"統計名：","賃金構造基本統計調査"
"表番号："
"表題：","[令和２年以降] 一般_都道府県別_職種（特掲）DB"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"***","数字が得られないもの"
"-","計数のない場合"
"X","統計精度上の理由により計数を表章することが不適当な場合"

"","","","","","","","","","","","","/表章項目 コード","01","02","04","06","08","10","12","13","33","34","36","38","40","42","44","45"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","27000","","大阪府","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","28000","","兵庫県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","29000","","奈良県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","30000","","和歌山県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","31000","","鳥取県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","32000","","島根県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","33000","","岡山県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","34000","","広島県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","35000","","山口県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","36000","","徳島県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","37000","","香川県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","38000","","愛媛県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","39000","","高知県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","40000","","福岡県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","41000","","佐賀県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","42000","","長崎県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","43000","","熊本県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","44000","","大分県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","45000","","宮崎県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","46000","","鹿児島県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2021000000","","2021年","47000","","沖縄県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","00000","","全国","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","01000","","北海道","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","02000","","青森県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","03000","","岩手県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","04000","","宮城県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","05000","","秋田県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","06000","","山形県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","07000","","福島県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","08000","","茨城県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","09000","","栃木県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","10000","","群馬県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","11000","","埼玉県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","12000","","千葉県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","13000","","東京都","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","14000","","神奈川県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","15000","","新潟県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","16000","","富山県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","17000","","石川県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","18000","","福井県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","19000","","山梨県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","20000","","長野県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","21000","","岐阜県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","22000","","静岡県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","23000","","愛知県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","24000","","三重県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","25000","","滋賀県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","26000","","京都府","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","27000","","大阪府","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","28000","","兵庫県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","29000","","奈良県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","30000","","和歌山県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","31000","","鳥取県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","32000","","島根県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","33000","","岡山県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","34000","","広島県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","35000","","山口県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","36000","","徳島県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","37000","","香川県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","38000","","愛媛県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","39000","","高知県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","40000","","福岡県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","41000","","佐賀県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","42000","","長崎県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","43000","","熊本県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","44000","","大分県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","45000","","宮崎県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","46000","","鹿児島県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1191","","幼稚園教員，保育教諭","2020000000","","2020年","47000","","沖縄県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","00000","","全国","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","01000","","北海道","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","02000","","青森県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","03000","","岩手県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","04000","","宮城県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","05000","","秋田県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","06000","","山形県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","07000","","福島県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","08000","","茨城県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","09000","","栃木県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","10000","","群馬県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","11000","","埼玉県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","12000","","千葉県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","13000","","東京都","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","14000","","神奈川県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","15000","","新潟県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","16000","","富山県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","17000","","石川県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","18000","","福井県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","19000","","山梨県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","20000","","長野県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","21000","","岐阜県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","22000","","静岡県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","23000","","愛知県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","24000","","三重県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","25000","","滋賀県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","26000","","京都府","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","27000","","大阪府","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","28000","","兵庫県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","29000","","奈良県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","30000","","和歌山県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","31000","","鳥取県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","32000","","島根県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","33000","","岡山県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","34000","","広島県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","35000","","山口県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","36000","","徳島県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","37000","","香川県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","38000","","愛媛県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","39000","","高知県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","40000","","福岡県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","41000","","佐賀県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","42000","","長崎県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","43000","","熊本県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","44000","","大分県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","45000","","宮崎県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","46000","","鹿児島県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2023000000","","2023年","47000","","沖縄県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","00000","","全国","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","01000","","北海道","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","02000","","青森県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","03000","","岩手県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","04000","","宮城県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","05000","","秋田県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","06000","","山形県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","07000","","福島県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","08000","","茨城県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","09000","","栃木県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","10000","","群馬県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","11000","","埼玉県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","12000","","千葉県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","13000","","東京都","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","14000","","神奈川県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","15000","","新潟県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","16000","","富山県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","17000","","石川県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","18000","","福井県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","19000","","山梨県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","20000","","長野県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","21000","","岐阜県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","22000","","静岡県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","23000","","愛知県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","24000","","三重県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","25000","","滋賀県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","26000","","京都府","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","27000","","大阪府","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","28000","","兵庫県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","29000","","奈良県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","30000","","和歌山県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","31000","","鳥取県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","32000","","島根県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","33000","","岡山県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","34000","","広島県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","35000","","山口県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","36000","","徳島県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"03","","女","1192","","小・中学校教員","2022000000","","2022年","37000","","香川県","","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
